#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	SRR9224202	SRR9224228	SRR9224232	SRR9224235	SRR9224237	SRR9224239	SRR9224241	SRR9224243	SRR9224246	SRR9224249	SRR9224251	SRR9224253	SRR9224256	SRR9224260	SRR9224262	SRR9224264	SRR9224267	SRR9224269	SRR9224271	SRR9224273	SRR9224275	SRR9224278	SRR9224280	SRR9224282	SRR9224284	SRR9224286	SRR9224289	SRR9224291	SRR9224293	SRR9224296	SRR9224298	SRR9224300	SRR9224302	SRR9224305	SRR9224307	SRR9224309	SRR9224311	SRR9224314	SRR9224315	SRR9224317	SRR9224319	SRR9224321	SRR9224323	SRR9224325	SRR9224327	SRR9224329	SRR9224331	SRR9224333	SRR9224335	SRR9224337	SRR9224339	SRR9224342	SRR9224344	SRR9224346	SRR9224349	SRR9224350	SRR9224352	SRR9224354	SRR9224356	SRR9224358	SRR9224362	SRR9224364	SRR9224366	SRR9224368	SRR9224370	SRR9224372	SRR9224374	SRR9224376	SRR9224379	SRR9224380	SRR9224382	SRR9224384	SRR9224386	SRR9224389	SRR9224391	SRR9224392	SRR9224395	SRR9224397	SRR9224399	SRR9224401	SRR9224403	SRR9224405	SRR9224408	SRR9224409	SRR9224411	SRR9224413	SRR9224416	SRR9224418	SRR9224421	SRR9224423	SRR9224425	SRR9224427	SRR9224429	SRR9224431	SRR9224434	SRR9224435	SRR9224438	SRR9224440	SRR9224442	SRR9224444	SRR9224446	SRR9224448	SRR9224450	SRR9224452	SRR9224455	SRR9224457	SRR9224459	SRR9224461	SRR9224464	SRR9224466	SRR9224469	SRR9224473	SRR9224475	SRR9224477	SRR9224478	SRR9224479	SRR9224482	SRR9224484	SRR9224486	SRR9224488	SRR9224490	SRR9224493	SRR9224494	SRR9224496	SRR9224498	SRR9224500	SRR9224503	SRR9224505	SRR9224507	SRR9224509	SRR9224511	SRR9224513	SRR9224515	SRR9224517	SRR9224519	SRR9224521	SRR9224524	SRR9224526	SRR9224528	SRR9224530	SRR9224532	SRR9224534	SRR9224537	SRR9224539	SRR9224541	SRR9224543	SRR9224545	SRR9224548	SRR9224550	SRR9224553	SRR9224555	SRR9224557	SRR9224560	SRR9224562	SRR9224563	SRR9224566
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_VE202_01|t__SGB6749	0.0	0.00424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta|t__SGB14809	0.0	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.02264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02722	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__SGB1860	0.0	0.00354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.62965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.95362	0.45809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23886	1.54118	1.15484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93516	0.0	0.07781	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__SGB1853	0.0	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_sartorii|t__SGB1813	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.00204	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453|s__GGB9453_SGB14845|t__SGB14845	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae|t__SGB1877	0.0	0.00029	4.31055	0.80179	0.5343	0.0	0.5982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26475	0.0	0.0	0.0	0.0	0.37726	0.92659	1.03153	0.54394	0.63548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52125	0.0	0.90437	0.0	0.19799	0.15963	0.12094	0.65742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32092	0.76753	0.0	0.0	0.0	0.0	0.0	0.0	5.82433	0.00041	0.0	0.0	2.71121	0.34337	1.94781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.09921	2.49875	0.747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70581	1.03245	0.0	8.13291	0.0	0.0	0.21958	0.18849	0.29299	0.17582	0.24538	2.57907	1.21399	0.43605	1.95192	1.90201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67526	0.26606	2.88863	2.79263	0.0	1.28698	0.14487	0.44389	0.27732	0.29576
k__Bacteria|p__Firmicutes|c__CFGB76783	0.0	0.0	0.15712	3.08242	0.04902	0.0	2.63915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07401	0.0	0.0	0.0	0.0	0.27364	0.19982	0.1027	0.14997	3.2134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17752	0.0418	0.18681	0.10911	0.0	0.08696	0.0	0.13235	0.0	0.16398	0.89295	0.18507	0.16921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0494	0.9619	0.0	1.56156	0.0	0.0	0.80139	0.2904	0.90588	0.45246	0.87344	0.0	0.0	0.0	0.0	0.18886	0.00731	0.0	0.04417	0.01423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10923	0.0	0.0	0.0	0.0	0.0	0.29132	0.24182	0.41945	0.36208	0.08161	0.11332	0.03138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06602	0.36215	0.07259	0.01982	0.10415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16089	0.0	0.0	0.0	0.0	0.0736	0.40215	0.10298	0.33178	0.28543	0.29746
k__Bacteria|p__Firmicutes|c__Tissierellia	0.0	0.0	0.0338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00735	0.0	0.013	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3068	0.0	0.0	0.01099	0.054	0.0	0.0	0.01906	0.00909	0.00336	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.0	0.0	0.00913	0.00104	0.0148	0.00889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00314	0.0	0.0	0.01403	0.0	0.0	0.00441	0.03477	0.02144	0.0	0.0077	0.01919	0.0	0.0036	0.0	0.00454	0.00962	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.00146	0.02465	0.0	0.0	0.02012	0.0	0.00108	0.02963	0.0	0.17769	0.0	0.0	0.00873	0.05292	0.01021	0.00614	0.01137	0.0	0.0	0.0	0.0	0.12602	0.0	0.0	0.0	0.02924	0.0	0.05896	0.02149	0.03878	0.0	0.0	0.0	0.02157	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.00615	0.0	0.0025	0.03785	0.0	0.04538	0.0	0.0	0.0	0.0	0.0	0.03258	0.02945	0.01318	0.07416	0.01714	0.0	0.0	0.00372	0.03743	0.0	0.0	0.0	0.0	0.01834	0.0	0.0	0.0	0.03553	0.0	0.0	0.00557	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.00489	0.0	0.0	0.00786	0.00011	0.07745	0.0	0.13615	0.08187	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783	0.0	0.0	0.15712	3.08242	0.04902	0.0	2.63915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07401	0.0	0.0	0.0	0.0	0.27364	0.19982	0.1027	0.14997	3.2134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17752	0.0418	0.18681	0.10911	0.0	0.08696	0.0	0.13235	0.0	0.16398	0.89295	0.18507	0.16921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0494	0.9619	0.0	1.56156	0.0	0.0	0.80139	0.2904	0.90588	0.45246	0.87344	0.0	0.0	0.0	0.0	0.18886	0.00731	0.0	0.04417	0.01423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10923	0.0	0.0	0.0	0.0	0.0	0.29132	0.24182	0.41945	0.36208	0.08161	0.11332	0.03138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06602	0.36215	0.07259	0.01982	0.10415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16089	0.0	0.0	0.0	0.0	0.0736	0.40215	0.10298	0.33178	0.28543	0.29746
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0.0	0.0	0.0338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00735	0.0	0.013	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068	0.0	0.0	0.01099	0.054	0.0	0.0	0.01906	0.00909	0.00336	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.0	0.0	0.00913	0.00104	0.0148	0.00889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00314	0.0	0.0	0.01403	0.0	0.0	0.00441	0.03477	0.02144	0.0	0.0077	0.01919	0.0	0.0036	0.0	0.00454	0.00962	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.00146	0.02465	0.0	0.0	0.02012	0.0	0.00108	0.02963	0.0	0.17769	0.0	0.0	0.00873	0.05292	0.01021	0.00614	0.01137	0.0	0.0	0.0	0.0	0.12602	0.0	0.0	0.0	0.02924	0.0	0.05896	0.02149	0.03878	0.0	0.0	0.0	0.02157	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.00615	0.0	0.0025	0.03785	0.0	0.04538	0.0	0.0	0.0	0.0	0.0	0.03258	0.02945	0.01318	0.07416	0.01714	0.0	0.0	0.00372	0.03743	0.0	0.0	0.0	0.0	0.01834	0.0	0.0	0.0	0.03553	0.0	0.0	0.00557	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.00489	0.0	0.0	0.00786	0.00011	0.07745	0.0	0.13615	0.08187	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.0	0.0	0.00334	0.00274	0.00319	0.0	0.0	0.00712	0.01542	0.01909	0.00907	0.02015	0.03112	0.0	0.0	0.0	0.0	0.06272	0.0	0.01987	0.01428	0.0014	0.00449	0.0	0.0	0.0	0.00094	0.08657	0.0	0.01818	0.0	0.02001	0.0	0.0	0.0	0.0	0.0	0.0	0.01405	0.0	0.0	0.00042	0.01551	0.00056	0.0	0.0	0.03844	0.01642	0.0	0.0	0.01323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0113	0.02145	0.0	0.01537	0.0	0.07635	0.0	0.0	0.04365	0.08566	0.02445	0.2041	0.10518	0.90898	0.02738	0.00454	0.01157	0.01021	0.00907	0.0	0.02739	0.0	0.0	0.0	0.03293	0.25106	0.0	0.29048	0.0	0.00894	0.05741	0.00347	0.00094	0.00177	0.0	0.0	0.0	0.02967	0.00061	0.01067	0.2592	0.0	0.02061	0.06415	0.0	0.01686	0.01725	0.00461	0.02929	0.22519	0.08668	0.04979	0.10961	0.0012	0.0	0.0	0.0	0.01516	0.0	0.01341	0.0	0.00071	0.0	0.01336	0.0282	0.06512	0.00161	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.00622	0.0	0.0	0.0691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10925	0.08834	0.00146	0.13933	0.0	0.46733	0.80658	0.0	0.02385	0.0	0.01018
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783	0.0	0.0	0.15712	3.08242	0.04902	0.0	2.63915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07401	0.0	0.0	0.0	0.0	0.27364	0.19982	0.1027	0.14997	3.2134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17752	0.0418	0.18681	0.10911	0.0	0.08696	0.0	0.13235	0.0	0.16398	0.89295	0.18507	0.16921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0494	0.9619	0.0	1.56156	0.0	0.0	0.80139	0.2904	0.90588	0.45246	0.87344	0.0	0.0	0.0	0.0	0.18886	0.00731	0.0	0.04417	0.01423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10923	0.0	0.0	0.0	0.0	0.0	0.29132	0.24182	0.41945	0.36208	0.08161	0.11332	0.03138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06602	0.36215	0.07259	0.01982	0.10415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16089	0.0	0.0	0.0	0.0	0.0736	0.40215	0.10298	0.33178	0.28543	0.29746
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	0.0	0.0	0.0338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00735	0.0	0.013	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068	0.0	0.0	0.01099	0.054	0.0	0.0	0.01906	0.00909	0.00336	0.0	0.0	0.0	0.0	0.00164	0.0	0.0	0.0	0.0	0.00913	0.00104	0.0148	0.00889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00314	0.0	0.0	0.01403	0.0	0.0	0.00441	0.03477	0.02144	0.0	0.0077	0.01919	0.0	0.0036	0.0	0.00454	0.00962	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.00146	0.02465	0.0	0.0	0.02012	0.0	0.00108	0.02963	0.0	0.17769	0.0	0.0	0.00873	0.05292	0.01021	0.00614	0.01137	0.0	0.0	0.0	0.0	0.12602	0.0	0.0	0.0	0.02924	0.0	0.05896	0.02149	0.03878	0.0	0.0	0.0	0.02157	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.00615	0.0	0.0025	0.03785	0.0	0.04538	0.0	0.0	0.0	0.0	0.0	0.03258	0.02945	0.01318	0.07416	0.01714	0.0	0.0	0.00372	0.03743	0.0	0.0	0.0	0.0	0.01834	0.0	0.0	0.0	0.03553	0.0	0.0	0.00557	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.00489	0.0	0.0	0.00786	0.00011	0.07745	0.0	0.13615	0.08187	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.0	0.0	0.00334	0.00274	0.00319	0.0	0.0	0.00712	0.01542	0.01909	0.00907	0.02015	0.03112	0.0	0.0	0.0	0.0	0.06272	0.0	0.01987	0.01428	0.0014	0.00449	0.0	0.0	0.0	0.00094	0.08657	0.0	0.01818	0.0	0.02001	0.0	0.0	0.0	0.0	0.0	0.0	0.01405	0.0	0.0	0.00042	0.01551	0.00056	0.0	0.0	0.03844	0.01642	0.0	0.0	0.01323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0113	0.02145	0.0	0.01537	0.0	0.07635	0.0	0.0	0.04365	0.08566	0.02445	0.2041	0.10518	0.90898	0.02738	0.00454	0.01157	0.01021	0.00907	0.0	0.02739	0.0	0.0	0.0	0.03293	0.25106	0.0	0.29048	0.0	0.00894	0.05741	0.00347	0.00094	0.00177	0.0	0.0	0.0	0.02967	0.00061	0.01067	0.2592	0.0	0.02061	0.06415	0.0	0.01686	0.01725	0.00461	0.02929	0.22519	0.08668	0.04979	0.10961	0.0012	0.0	0.0	0.0	0.01516	0.0	0.01341	0.0	0.00071	0.0	0.01336	0.0282	0.06512	0.00161	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.00622	0.0	0.0	0.0691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10925	0.08834	0.00146	0.13933	0.0	0.46733	0.80658	0.0	0.02385	0.0	0.01018
